"Uniprot","Full.Uniprot","Description","Accession","R1.X127_N.126","R2X127_N.126","R1.X127_C.126","R1.X128_N.126","R2X127_C.126","R2X128_N.126","R1.X128_C.126","R1.X129_N.126","R2X128_C.126","R2X129_N.126","R1.X129_C.126","R1.X130_N.126","R2X129_C.126","R2X130_N.126","R1.X130_C.126","R1.X131.126","R2X130_C.126","R2X131.126"
"A3AEV2","tr|A3AEV2|A3AEV2_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_09683 PE=4 SV=1",125585177,0.927,1.03,1.052,1.008,1.088,1.168,0.949,0.942,0.947,1.007,1.092,1.098,1.143,1.087,1.015,1.057,0.972,0.934
"A3AGN3","tr|A3AGN3|A3AGN3_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_10362 PE=4 SV=1",125585808,0.983,1.082,1.043,1.052,1.122,1.002,1.019,0.983,0.844,0.826,1.162,0.969,0.989,0.888,1.119,0.978,0.905,1.088
"A3AHY5","tr|A3AHY5|A3AHY5_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_10853 PE=4 SV=1",125586260,0.865,1.057,0.902,0.84,1.107,1.057,0.867,0.733,1.041,0.944,0.811,0.822,1.096,1.028,0.903,0.75,1.11,1.062
"Q851S8","sp|Q851S8|PURA2_ORYSJ","Adenylosuccinate synthetase 2, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=PURA2 PE=2 SV=1",125587591,0.925,0.951,0.986,0.947,1.003,0.924,0.863,0.893,0.888,0.9,0.988,0.928,0.988,1.032,0.915,0.98,0.922,0.937
"Q851R4","tr|Q851R4|Q851R4_ORYSJ","Os03g0800500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0052F07.9 PE=2 SV=1",125588273,0.925,0.853,0.971,0.857,0.926,0.879,0.781,0.687,0.753,0.841,0.938,0.841,0.912,0.724,0.865,0.92,0.897,0.773
"A3ATF3","tr|A3ATF3|A3ATF3_ORYSJ","Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_14641 PE=4 SV=1",125590242,1.089,1.047,1.019,1.063,0.92,0.981,1.027,1.099,1.122,1.195,1.004,1.013,1.043,1.008,1.087,1.065,1.072,1.002
"A3AU69","tr|A3AU69|A3AU69_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_14930 PE=4 SV=1",125590508,0.993,0.997,1.091,1.067,1.107,1.109,1.13,0.968,1.006,0.993,1.226,1.062,1.245,1.021,1.253,0.993,1.108,1.085
"A3AVM8","tr|A3AVM8|A3AVM8_ORYSJ","M20_dimer domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_15493 PE=4 SV=1",125591017,1.172,1.262,0.952,1.011,0.843,1.159,1.218,1.14,0.976,1.069,0.937,1.135,0.99,0.978,0.874,1.143,0.907,1.145
"A3AX85","tr|A3AX85|A3AX85_ORYSJ","26S proteasome non-ATPase regulatory subunit 1 homolog OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_16095 PE=3 SV=1",125591574,1.025,1.024,1.014,1.021,1.021,0.971,1.031,1.056,1.015,1.075,1.015,1.006,0.969,1.016,1.017,0.935,0.987,1.004
"P0DKJ9","sp|P0DKJ9|PRS7A_ORYSJ","26S proteasome regulatory subunit 7A OS=Oryza sativa subsp. japonica OX=39947 GN=RPT1A PE=2 SV=1",125596332,0.996,1.059,1.05,1.04,1.086,1.01,0.995,1.081,1.152,1.173,1.034,1.038,1.088,1.046,1.063,1.069,1.063,1.081
"A3B999","tr|A3B999|A3B999_ORYSJ","3-oxoacyl-[acyl-carrier-protein] synthase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_20447 PE=3 SV=1",125596358,1.071,1.026,1.119,1.077,1.078,0.969,0.933,0.923,0.911,0.989,1.03,1.02,1.023,1.045,1.101,1.045,1.078,1.056
"A3BB72","tr|A3BB72|A3BB72_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_21150 PE=4 SV=1",125597031,1.006,1.099,1.044,1.011,0.977,0.967,0.959,0.967,1.194,1.27,0.991,1.084,1.06,1.379,1.01,1.09,0.97,1.012
"A3BBP3","tr|A3BBP3|A3BBP3_ORYSJ","ACT domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_21322 PE=4 SV=1",125597202,1.086,1.074,1.007,1.09,1.077,1.116,1.047,1.072,1.149,1.16,1.088,1.271,1.029,0.989,1.066,1.099,0.986,0.941
"A3BCR1","tr|A3BCR1|A3BCR1_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_21690 PE=4 SV=1",125597570,0.962,0.992,0.938,0.934,0.944,0.922,0.897,0.854,0.868,0.936,1.022,0.894,0.956,0.917,1.06,0.91,1.061,1.066
"A3BF22","tr|A3BF22|A3BF22_ORYSJ","Rieske domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_22513 PE=4 SV=1",125598381,0.996,0.845,0.987,0.999,0.919,0.808,1.034,1.068,0.921,0.91,0.975,1.079,0.983,1.014,0.879,0.957,0.795,0.977
"A3BFA0","tr|A3BFA0|A3BFA0_ORYSJ","Peptidyl-prolyl cis-trans isomerase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_22614 PE=3 SV=1",125598459,1,0.959,1.004,1.008,0.976,0.951,1.122,1.054,1.096,1.117,1.016,0.956,0.972,0.941,1.025,0.999,1.028,0.999
"A3BGL5","tr|A3BGL5|A3BGL5_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_23104 PE=4 SV=1",125599128,0.958,1.025,1.031,1.052,1.045,1.103,1.114,1.02,1.115,0.972,1.035,0.965,1.044,0.864,1.174,0.917,1.205,1.051
"A3BJB2","tr|A3BJB2|A3BJB2_ORYSJ","Phosphotransferase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_24079 PE=3 SV=1",125600075,1.026,0.989,0.97,1.01,0.937,0.941,1.157,1.378,0.843,0.988,0.968,1.033,0.886,0.942,0.997,0.933,1.026,1
"A3BL40","tr|A3BL40|A3BL40_ORYSJ","Chlorophyll a-b binding protein, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_24721 PE=3 SV=1",125600703,0.959,0.893,0.944,0.971,0.961,0.958,0.977,0.987,0.972,0.813,0.991,1.072,0.999,0.938,0.822,0.877,0.842,0.864
"A3BNL1","tr|A3BNL1|A3BNL1_ORYSJ","Peptidyl-prolyl cis-trans isomerase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_25646 PE=4 SV=1",125601574,0.984,1.01,1.001,0.985,0.988,1.083,1.036,1.067,1.113,1.11,1.08,1.06,1.023,1.017,0.836,1.072,1.069,1.042
"A3BUR8","tr|A3BUR8|A3BUR8_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_27903 PE=4 SV=1",125603982,0.989,1.102,1.085,1.064,1.187,1.169,1.021,1.039,1.115,1.238,1.088,1.137,1.113,1.177,1.154,1.118,1.201,1.265
"A3BVM0","tr|A3BVM0|A3BVM0_ORYSJ","NmrA domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_28231 PE=4 SV=1",125604284,0.917,0.958,0.999,0.949,1.068,0.994,0.853,0.822,0.912,0.923,0.921,0.931,1,0.968,0.867,0.91,0.924,0.918
"A3BVS6","tr|A3BVS6|A3BVS6_ORYSJ","Superoxide dismutase [Cu-Zn] OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_28291 PE=3 SV=1",125604340,1.035,1.007,1.027,0.998,0.982,1.08,1.036,1.042,0.984,1.026,1.014,1.027,0.967,0.995,1.097,0.985,1.001,0.995
"A3C154","tr|A3C154|A3C154_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_30203 PE=4 SV=1",125606507,0.94,1.283,1.079,1.043,0.993,1.318,0.945,0.925,1.082,1.08,0.954,0.871,1.098,1.142,1.217,1.013,1.184,1.197
"P15280","sp|P15280|GLGS2_ORYSJ","Glucose-1-phosphate adenylyltransferase small subunit 2, chloroplastic/amyloplastic/cytosolic OS=Oryza sativa subsp. japonica OX=39947 GN=AGPS2 PE=1 SV=4",125987830,0.967,1.02,0.947,0.947,0.997,1.168,1.03,1.008,1.052,1.03,1.083,1.09,1.121,1.019,0.899,0.926,0.949,0.982
"A2ZZX3","tr|A2ZZX3|A2ZZX3_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_04196 PE=3 SV=1",148886771,0.959,0.99,0.983,1.029,0.953,0.93,0.939,1.031,1.024,0.91,1.002,0.997,1.022,0.926,1.144,1.016,1.136,1.015
"Q0J0W2","tr|Q0J0W2|Q0J0W2_ORYSJ","Os09g0480700 protein (Fragment) OS=Oryza sativa subsp. japonica OX=39947 GN=Os09g0480700 PE=4 SV=2",148921428,0.97,0.951,1.222,1.056,1.04,0.942,1.011,0.905,0.972,0.913,1.104,1.012,0.977,1.022,1.069,0.88,1.066,0.987
"Q6YZI5","tr|Q6YZI5|Q6YZI5_ORYSJ","Os08g0558900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0558900 PE=2 SV=1",149390518,0.99,1.149,1.043,0.951,1.094,0.935,0.887,1.018,0.886,1.586,1.036,1.007,1.117,0.961,1.327,1.199,1.47,1.007
"Q6L510","tr|Q6L510|Q6L510_ORYSJ","60S ribosomal protein L36 OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0459900 PE=2 SV=1",149390687,1.076,0.998,0.936,0.975,1.037,1.031,0.978,0.979,1.001,1.05,0.944,0.887,1.027,1.136,0.988,0.995,1.011,1.141
"Q10QH0","tr|Q10QH0|Q10QH0_ORYSJ","Chloroplast 30S ribosomal protein S10, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g10060 PE=2 SV=1",149390743,1.027,0.933,0.965,1.049,0.938,0.785,0.811,0.873,0.811,0.914,0.917,0.877,0.896,1.111,0.807,1.056,0.804,0.904
"Q6H8H3","tr|Q6H8H3|Q6H8H3_ORYSJ","Os02g0652600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0652600 PE=2 SV=1",149390837,1.041,0.955,0.866,0.932,0.855,0.829,0.872,0.898,0.832,0.925,0.892,0.822,0.871,1.025,0.816,0.994,0.804,0.885
"Q65WT5","tr|Q65WT5|Q65WT5_ORYSJ","Os05g0445500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0445500 PE=2 SV=1",149390867,0.984,0.943,0.87,0.846,1.007,0.861,0.885,0.916,0.859,1.071,0.992,1.041,1.05,1.033,0.955,0.955,1.024,0.953
"Q75GN6","tr|Q75GN6|Q75GN6_ORYSJ","40S ribosomal protein S26 OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0018K15.3 PE=3 SV=1",149390905,1.015,0.98,0.952,0.9,1.121,0.923,1.054,1.028,1.045,1.019,0.948,1.004,1.023,1.118,0.882,0.905,0.946,1.011
"Q7XUV4","tr|Q7XUV4|Q7XUV4_ORYSJ","OSJNBa0072F16.12 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0461100 PE=2 SV=2",149390967,0.968,0.976,0.879,0.773,0.856,0.806,0.879,0.919,0.787,0.906,0.963,0.886,0.961,1.05,0.798,0.844,0.785,0.859
"Q9FR35","sp|Q9FR35|PRX2C_ORYSJ","Peroxiredoxin-2C OS=Oryza sativa subsp. japonica OX=39947 GN=PRXIIC PE=1 SV=1",149391021,0.969,1.008,0.976,0.966,1.002,1.096,0.939,0.865,0.952,0.999,0.955,0.989,0.938,0.954,0.986,0.96,1.033,1.014
"Q5KQI2","tr|Q5KQI2|Q5KQI2_ORYSJ","Os05g0481600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0481600 PE=2 SV=1",149391087,1.022,1.146,0.972,1.207,1.123,1.005,1.019,1.075,1.114,1.237,1.065,0.943,1.149,1.136,1.059,1.054,1.128,0.874
"Q9FVZ7","sp|Q9FVZ7|MSBP1_ORYSJ","Membrane steroid-binding protein 1 OS=Oryza sativa subsp. japonica OX=39947 GN=MSBP1 PE=1 SV=1",149391095,0.915,0.938,0.928,0.958,0.846,0.919,0.973,0.809,1.102,0.596,0.961,0.892,1.078,0.882,0.897,0.793,0.835,0.965
"Q9FP19","tr|Q9FP19|Q9FP19_ORYSJ","Ribonucloprotein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0274200 PE=2 SV=1",149391097,1.071,0.895,1.088,1.109,1.007,0.888,0.96,1.015,0.915,0.974,1.131,0.997,1.078,1.018,1.158,1.049,1.052,1.032
"Q6Z730","tr|Q6Z730|Q6Z730_ORYSJ","Eukaryotic translation initiation factor 3 subunit J OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0122300 PE=2 SV=1",149391107,1.016,0.967,0.939,0.991,0.878,0.902,0.987,0.972,1.051,1.082,0.931,0.893,0.852,1.055,0.967,1.059,0.897,0.918
"Q5TKD8","sp|Q5TKD8|TRL2_ORYSJ","Thioredoxin-like 2, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0200100 PE=2 SV=1",149391111,0.633,0.948,1.126,0.63,0.913,0.802,1.028,0.815,0.916,0.817,0.858,1.046,0.881,0.899,0.529,0.776,0.942,0.915
"Q5ZBW3","tr|Q5ZBW3|Q5ZBW3_ORYSJ","Os01g0358300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0358300 PE=2 SV=1",149391123,1.151,0.901,1.091,1.177,1.003,0.933,1.087,1.101,1.036,0.993,1.079,1.147,0.994,0.928,1.016,1.008,0.855,0.859
"Q0DUJ6","tr|Q0DUJ6|Q0DUJ6_ORYSJ","Os03g0183100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0183100 PE=2 SV=1",149391249,0.941,0.942,0.947,0.856,0.952,0.999,0.899,0.834,0.97,0.921,0.927,0.828,0.974,1.002,0.915,0.874,0.966,0.955
"Q6Z6H0","tr|Q6Z6H0|Q6Z6H0_ORYSJ","4-hydroxy-4-methyl-2-oxoglutarate aldolase OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0761900 PE=2 SV=1",149391267,0.906,1.053,0.97,0.995,1.067,1.069,1.138,1.036,1.173,1.027,1.011,1.033,1.089,1.087,0.979,0.953,1.016,1.049
"Q84YY4","tr|Q84YY4|Q84YY4_ORYSJ","Os08g0292600 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0292600 PE=2 SV=1",149391313,0.899,0.965,0.965,1.004,1.029,0.975,1.075,1.046,1.093,0.939,1.022,0.991,1.077,0.954,0.974,0.935,0.945,0.913
"Q53JF7","sp|Q53JF7|ASR5_ORYSJ","Abscisic stress-ripening protein 5 OS=Oryza sativa subsp. japonica OX=39947 GN=ASR5 PE=1 SV=1",149391461,1.36,0.893,0.603,1.056,0.66,1.279,1.451,7.647,1.565,1.702,1.083,1.365,1.144,1.833,1.333,1.599,1.262,1.514
"Q6YSX0","tr|Q6YSX0|Q6YSX0_ORYSJ","Os07g0674200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0618H09.1 PE=2 SV=1",149391758,1.032,1.071,1.062,1.022,1.01,0.941,1.063,1.027,1.106,1.141,1.039,1.043,0.979,1.07,1.049,1.13,0.937,0.981
"Q69JX7","tr|Q69JX7|Q69JX7_ORYSJ","Drought-induced S-like ribonuclease OS=Oryza sativa subsp. japonica OX=39947 GN=Os09g0537700 PE=2 SV=1",149392262,1.465,1.55,0.471,0.587,0.619,1.39,0.979,0.91,1.019,1.603,0.549,1.241,0.667,0.803,0.545,1.136,0.644,1.33
"Q8LHN4","tr|Q8LHN4|Q8LHN4_ORYSJ","Os07g0631900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0519E12.113 PE=4 SV=1",149392545,1.808,1.454,0.671,0.934,0.687,1.22,1.275,1.553,1.227,0.678,0.995,1.419,0.99,2.231,0.958,1.349,0.888,1.029
"Q6Z7L3","sp|Q6Z7L3|TRL31_ORYSJ","Thioredoxin-like 3-1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0774100 PE=3 SV=2",149392609,0.916,0.977,0.953,0.976,0.956,1.067,0.981,0.966,0.91,0.977,1.049,1.019,1.095,0.895,0.865,0.984,0.802,0.784
"Q35322","sp|Q35322|NDUS3_ORYSJ","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3 OS=Oryza sativa subsp. japonica OX=39947 GN=NAD9 PE=2 SV=2",150421605,0.942,0.981,1.027,0.973,1.047,0.996,0.947,0.95,0.968,0.94,1.021,1.014,1.036,1.053,1.059,0.884,1.05,0.996
"B1NEV2","tr|B1NEV2|B1NEV2_ORYSJ","Putative thaumatin-like protein mRNA OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1",152940793,1.117,0.913,1.102,1.15,1.197,1.312,1.092,0.883,1.172,0.925,1.152,1.283,1.255,0.953,0.982,1.366,1.11,1.229
"B1NEV5","tr|B1NEV5|B1NEV5_ORYSJ","Putative 50S ribosomal protein L3 (Fragment) OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1",152940799,1.052,1.021,0.884,0.894,0.864,0.851,0.872,0.861,0.822,0.938,0.902,0.825,0.875,1.058,0.856,1.001,0.816,0.872
"Q0JGZ6","sp|Q0JGZ6|SCRK1_ORYSJ","Fructokinase-1 OS=Oryza sativa subsp. japonica OX=39947 GN=FRK1 PE=1 SV=2",158512869,1.017,0.971,1.043,1.049,1.017,0.947,0.947,0.911,0.944,0.972,1.004,1.018,1.019,0.986,1.106,1.018,1.055,1.001
"Q0JGK4","sp|Q0JGK4|SPSA1_ORYSJ","Probable sucrose-phosphate synthase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=SPS1 PE=2 SV=2",158513190,0.953,1.008,1.101,0.983,1.073,1.083,1.045,1.023,1.001,0.859,1.133,1.1,1.117,0.93,0.981,0.916,0.938,0.926
"O64422","sp|O64422|F16P1_ORYSJ","Fructose-1,6-bisphosphatase, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0267300 PE=2 SV=1",165940477,0.956,0.971,0.954,0.925,0.957,1.036,0.82,0.804,0.855,0.841,0.907,1.015,0.931,0.833,0.871,0.95,0.875,0.909
"B3GPG7","tr|B3GPG7|B3GPG7_ORYSJ","Spermidine synthase 3 OS=Oryza sativa subsp. japonica OX=39947 GN=spdSyn3 PE=2 SV=1",189308765,0.952,1.031,0.998,0.951,1.024,1.074,1.041,1.037,1.179,1.106,0.977,1.002,0.969,1.109,0.948,0.916,0.932,0.97
"Q8HCR5","tr|Q8HCR5|Q8HCR5_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=orf25 PE=4 SV=2",194033213,0.922,0.946,1.005,1.045,1.047,0.958,0.987,0.957,0.977,0.908,1.018,0.941,1.026,0.967,1.099,0.909,1.059,0.939
"Q8HCQ9","tr|Q8HCQ9|Q8HCQ9_ORYSJ","ORFB protein OS=Oryza sativa subsp. japonica OX=39947 GN=orfB PE=4 SV=2",194033219,0.905,0.926,1.021,1.045,1.015,0.976,0.948,0.961,0.963,1.005,1.025,0.915,1.05,1.033,1.098,0.956,1.08,0.893
"P0C522","sp|P0C522|ATPAM_ORYSJ","ATP synthase subunit alpha, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=ATPA PE=1 SV=1",194033257,1.009,0.995,1.03,1.021,1.035,1.05,1.028,0.968,0.998,1.067,1.038,0.992,1.021,0.985,1.058,1.007,1.045,0.955
"Q6H7M7","sp|Q6H7M7|OEP80_ORYSJ","Outer envelope protein 80, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=OEP80 PE=3 SV=2",209573140,1.132,1.013,1.006,1.1,0.828,1.023,1.13,1.295,1.155,0.986,1.156,1.172,0.977,0.925,1.137,1.015,1.028,0.999
"C6F1P3","tr|C6F1P3|C6F1P3_ORYSJ","HMG protein OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1",213959194,1.009,0.996,0.971,0.923,0.966,1.022,0.965,1.149,1.023,0.936,1.004,0.918,1.028,1.036,1.105,1.01,1.099,0.997
"Q0JKY8","tr|Q0JKY8|Q0JKY8_ORYSJ","Carbonic anhydrase (Fragment) OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0639900 PE=3 SV=1",215686337,1.003,0.895,1.003,1.084,0.957,0.901,0.966,0.977,0.957,0.788,0.87,0.962,0.918,0.866,0.756,0.969,0.777,0.84
"B7EJR0","tr|B7EJR0|B7EJR0_ORYSJ","Proteasome subunit beta OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1",215701183,0.997,1.03,0.973,0.921,0.981,0.837,1.037,0.918,0.983,0.813,0.89,0.945,0.876,0.901,0.904,0.94,0.975,0.963
"B7EPA0","tr|B7EPA0|B7EPA0_ORYSJ","cDNA clone:J013034M05, full insert sequence OS=Oryza sativa subsp. japonica OX=39947 PE=2 SV=1",215704564,0.613,0.669,0.67,0.804,0.98,0.984,0.728,0.65,0.96,0.839,0.719,0.921,0.879,0.736,1.368,1.146,0.865,0.483
"B7F8B9","tr|B7F8B9|B7F8B9_ORYSJ","Peptidylprolyl isomerase OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0133700 PE=2 SV=1",215768638,0.927,0.958,0.916,0.905,0.695,0.849,1.057,1.091,1.002,0.781,0.986,0.921,0.861,0.895,0.883,0.847,1.023,0.958
"B7F9R7","tr|B7F9R7|B7F9R7_ORYSJ","Ribosomal protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0860300 PE=2 SV=1",215769136,1.048,1.033,1.027,1.12,1.017,1.063,1.071,1.097,0.945,1.127,1.06,0.958,0.968,1.164,1.029,1.16,0.987,1.037
"B7FAA5","tr|B7FAA5|B7FAA5_ORYSJ","Os04g0480100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0480100 PE=2 SV=1",215769324,1.035,0.985,0.881,0.874,0.933,1.03,0.962,1.162,0.988,0.998,0.941,0.974,0.87,0.915,0.961,0.958,0.852,1.031
"Q10A14","tr|Q10A14|Q10A14_ORYSJ","Alanine--tRNA ligase OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g10244 PE=2 SV=1",218184221,1.026,1.023,0.973,1.034,1.024,1.033,0.987,1.041,1.059,1.031,0.969,1.004,0.951,0.971,0.981,1.057,0.95,0.983
"Q33AF5","tr|Q33AF5|Q33AF5_ORYSJ","V-type proton ATPase subunit a OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g10500 PE=3 SV=1",218184229,0.956,1.031,0.97,0.822,1.033,1.123,0.995,1.044,1.234,1.209,1.141,1.166,1.018,1.001,0.926,0.7,1.061,0.98
"B9G5Q2","tr|B9G5Q2|B9G5Q2_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_31496 PE=4 SV=1",218184502,0.994,0.989,0.98,0.875,0.946,0.885,0.959,1.046,0.986,1.026,0.972,0.952,1.037,1.128,0.861,0.872,0.893,0.911
"Q9AV81","sp|Q9AV81|PRP19_ORYSJ","Pre-mRNA-processing factor 19 OS=Oryza sativa subsp. japonica OX=39947 GN=PRP19 PE=2 SV=1",218184704,1.01,1.029,1.027,1.014,1.045,1.068,1.011,0.955,1.062,1.129,1.027,0.968,1.05,1.045,1.011,0.984,1.082,1.095
"Q7XDE0","tr|Q7XDE0|Q7XDE0_ORYSJ","EF hand family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g33680 PE=2 SV=2",218184736,0.938,1.073,0.987,1.025,0.96,1.068,1.019,1.311,1.083,1.182,0.989,1.044,0.984,1.052,1.09,1.034,1.151,1.159
"Q336W8","tr|Q336W8|Q336W8_ORYSJ","Hexose transporter, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0064P21.3 PE=2 SV=2",218184946,1.136,1.019,1.367,1.356,1.055,0.817,1.294,1.254,0.806,0.784,1.254,1.251,0.876,0.865,1.278,0.845,0.85,0.974
"E9KIS0","tr|E9KIS0|E9KIS0_ORYSJ","30S ribosomal protein S19, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=rps19 PE=3 SV=1",218184961,0.686,0.975,0.665,0.703,0.867,0.798,0.691,0.772,0.861,1.042,0.661,0.624,0.803,1.226,0.603,0.75,0.793,0.929
"Q336V3","tr|Q336V3|Q336V3_ORYSJ","Cytochrome P450 family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g39930 PE=2 SV=1",218184966,0.989,0.99,0.968,0.981,0.992,1.094,0.954,0.924,1.051,1.078,0.988,1.07,1.029,1.159,0.976,1.098,0.954,1.099
"Q336P5","sp|Q336P5|MYC2_ORYSJ","Transcription factor MYC2 OS=Oryza sativa subsp. japonica OX=39947 GN=MYC2 PE=1 SV=1",218185066,0.847,0.917,0.861,1.018,1.014,1.036,0.8,1.18,1.013,0.77,0.94,0.848,1.061,1.088,1.138,0.835,1.16,1.04
"Q53PH6","tr|Q53PH6|Q53PH6_ORYSJ","Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g07470 PE=4 SV=1",218185349,0.934,0.985,0.97,0.964,1.124,1.031,0.909,1.168,0.991,0.984,0.872,0.994,1.046,0.859,0.979,0.95,1.094,1.007
"Q53L24","tr|Q53L24|Q53L24_ORYSJ","Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g14990 PE=2 SV=1",218185539,0.994,0.953,0.996,1,0.895,0.887,1.098,1.08,0.882,0.917,1.002,0.944,1.054,0.864,1.095,0.956,1.008,1.034
"A3CBA1","tr|A3CBA1|A3CBA1_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_33894 PE=4 SV=1",218185739,1.045,1.152,1.12,0.917,1.072,1.043,0.926,0.964,1.128,0.986,0.92,1.128,1.188,1.154,1.127,0.87,1.126,1.131
"Q2R427","tr|Q2R427|Q2R427_ORYSJ","NB-ARC domain containing protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g29920 PE=3 SV=1",218185765,1.001,0.888,1.004,0.741,0.967,0.816,0.759,0.946,0.749,0.991,1.022,1.304,1.079,0.985,0.791,0.952,0.739,0.843
"Q0ISB3","tr|Q0ISB3|Q0ISB3_ORYSJ","Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g33394 PE=4 SV=1",218185881,0.803,1.072,0.558,0.678,0.806,0.92,0.813,0.945,1.086,0.835,0.868,0.873,1.047,0.951,0.849,0.671,0.958,0.953
"B9G8Q8","tr|B9G8Q8|B9G8Q8_ORYSJ","AAA domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_34736 PE=4 SV=1",218186155,0.969,1.037,1.091,1.082,1.053,0.927,0.979,0.982,0.95,1.064,1.038,1.002,1.063,1.175,1.015,1.234,1.067,1.038
"Q2QYK4","tr|Q2QYK4|Q2QYK4_ORYSJ","Elongation factor P, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g02380 PE=2 SV=2",218186301,0.881,0.887,1.004,0.971,0.997,0.948,0.984,0.918,0.958,1.006,1.012,0.856,1.022,1.016,0.874,0.947,0.917,0.854
